FIPS,COUNTY,STABRV,STATE,PROVIDERS
"39013",Belmont County,OH,Ohio,"2"
"51139",Page County,VA,Virginia,"0"
"30109",Wibaux County,MT,Montana,"0"
"42033",Clearfield County,PA,Pennsylvania,"1"
"12003",Baker County,FL,Florida,"0"
"27035",Crow Wing County,MN,Minnesota,"1"
"27057",Hubbard County,MN,Minnesota,"0"
"27071",Koochiching County,MN,Minnesota,"0"
"09001",Fairfield County,CT,Connecticut,"10"
"08015",Chaffee County,CO,Colorado,"1"
"30095",Stillwater County,MT,Montana,"1"
"31149",Rock County,NE,Nebraska,"0"
"47135",Perry County,TN,Tennessee,"0"
"39003",Allen County,OH,Ohio,"0"
"41029",Jackson County,OR,Oregon,"2"
"01083",Limestone County,AL,Alabama,"1"
"05049",Fulton County,AR,Arkansas,"0"
"09007",Middlesex County,CT,Connecticut,"11"
"40089",McCurtain County,OK,Oklahoma,"0"
"37075",Graham County,NC,North Carolina,"0"
"37039",Cherokee County,NC,North Carolina,"0"
"22069",Natchitoches Parish,LA,Louisiana,"0"
"38027",Eddy County,ND,North Dakota,"0"
"38081",Sargent County,ND,North Dakota,"0"
"27001",Aitkin County,MN,Minnesota,"0"
"20145",Pawnee County,KS,Kansas,"0"
"20185",Stafford County,KS,Kansas,"0"
"22005",Ascension Parish,LA,Louisiana,"5"
"22109",Terrebonne Parish,LA,Louisiana,"2"
"22065",Madison Parish,LA,Louisiana,"0"
"08001",Adams County,CO,Colorado,"13"
"54049",Marion County,WV,West Virginia,"0"
"54107",Wood County,WV,West Virginia,"1"
"37133",Onslow County,NC,North Carolina,"0"
"12065",Jefferson County,FL,Florida,"1"
"18151",Steuben County,IN,Indiana,"0"
"22071",Orleans Parish,LA,Louisiana,"8"
"24047",Worcester County,MD,Maryland,"0"
"37089",Henderson County,NC,North Carolina,"2"
"48237",Jack County,TX,Texas,"0"
"37161",Rutherford County,NC,North Carolina,"1"
"08049",Grand County,CO,Colorado,"0"
"01067",Henry County,AL,Alabama,"0"
"41027",Hood River County,OR,Oregon,"0"
"41035",Klamath County,OR,Oregon,"1"
"02282",Yakutat City and Borough,AK,Alaska,"0"
"54031",Hardy County,WV,West Virginia,"0"
"12007",Bradford County,FL,Florida,"0"
"39039",Defiance County,OH,Ohio,"0"
"39051",Fulton County,OH,Ohio,"0"
"28051",Holmes County,MS,Mississippi,"0"
"27167",Wilkin County,MN,Minnesota,"1"
"28001",Adams County,MS,Mississippi,"0"
"06087",Santa Cruz County,CA,California,"6"
"09015",Windham County,CT,Connecticut,"2"
"37169",Stokes County,NC,North Carolina,"0"
"39101",Marion County,OH,Ohio,"0"
"37177",Tyrrell County,NC,North Carolina,"0"
"08053",Hinsdale County,CO,Colorado,"0"
"05139",Union County,AR,Arkansas,"0"
"19005",Allamakee County,IA,Iowa,"0"
"54105",Wirt County,WV,West Virginia,"0"
"41007",Clatsop County,OR,Oregon,"1"
"26157",Tuscola County,MI,Michigan,"1"
"49053",Washington County,UT,Utah,"2"
"55057",Juneau County,WI,Wisconsin,"0"
"48277",Lamar County,TX,Texas,"0"
"51800",Suffolk city,VA,Virginia,"2"
"48489",Willacy County,TX,Texas,"0"
"21111",Jefferson County,KY,Kentucky,"7"
"39111",Monroe County,OH,Ohio,"0"
"05005",Baxter County,AR,Arkansas,"0"
"31153",Sarpy County,NE,Nebraska,"2"
"51087",Henrico County,VA,Virginia,"9"
"12086",Miami-Dade County,FL,Florida,"13"
"21077",Gallatin County,KY,Kentucky,"0"
"37041",Chowan County,NC,North Carolina,"0"
"13271",Telfair County,GA,Georgia,"0"
"36119",Westchester County,NY,New York,"13"
"13025",Brantley County,GA,Georgia,"0"
"36101",Steuben County,NY,New York,"0"
"19191",Winneshiek County,IA,Iowa,"0"
"46009",Bon Homme County,SD,South Dakota,"0"
"16005",Bannock County,ID,Idaho,"0"
"27069",Kittson County,MN,Minnesota,"0"
"21025",Breathitt County,KY,Kentucky,"0"
"47121",Meigs County,TN,Tennessee,"0"
"28025",Clay County,MS,Mississippi,"0"
"39173",Wood County,OH,Ohio,"1"
"37097",Iredell County,NC,North Carolina,"2"
"12053",Hernando County,FL,Florida,"0"
"21221",Trigg County,KY,Kentucky,"0"
"37055",Dare County,NC,North Carolina,"0"
"17101",Lawrence County,IL,Illinois,"0"
"42029",Chester County,PA,Pennsylvania,"12"
"50013",Grand Isle County,VT,Vermont,"3"
"13083",Dade County,GA,Georgia,"0"
"28033",DeSoto County,MS,Mississippi,"0"
"01017",Chambers County,AL,Alabama,"1"
"51680",Lynchburg city,VA,Virginia,"3"
"48081",Coke County,TX,Texas,"0"
"38013",Burke County,ND,North Dakota,"0"
"23015",Lincoln County,ME,Maine,"0"
"33015",Rockingham County,NH,New Hampshire,"10"
"26061",Houghton County,MI,Michigan,"0"
"50027",Windsor County,VT,Vermont,"4"
"22093",St. James Parish,LA,Louisiana,"2"
"48247",Jim Hogg County,TX,Texas,"0"
"05055",Greene County,AR,Arkansas,"3"
"26009",Antrim County,MI,Michigan,"0"
"36075",Oswego County,NY,New York,"1"
"17043",DuPage County,IL,Illinois,"41"
"24013",Carroll County,MD,Maryland,"2"
"08111",San Juan County,CO,Colorado,"0"
"30079",Prairie County,MT,Montana,"0"
"46069",Hyde County,SD,South Dakota,"0"
"18171",Warren County,IN,Indiana,"1"
"29095",Jackson County,MO,Missouri,"11"
"39043",Erie County,OH,Ohio,"1"
"05057",Hempstead County,AR,Arkansas,"0"
"20071",Greeley County,KS,Kansas,"0"
"37129",New Hanover County,NC,North Carolina,"6"
"30017",Custer County,MT,Montana,"0"
"49015",Emery County,UT,Utah,"0"
"38075",Renville County,ND,North Dakota,"0"
"37151",Randolph County,NC,North Carolina,"0"
"08017",Cheyenne County,CO,Colorado,"0"
"37077",Granville County,NC,North Carolina,"3"
"39163",Vinton County,OH,Ohio,"1"
"54041",Lewis County,WV,West Virginia,"0"
"21099",Hart County,KY,Kentucky,"1"
"13053",Chattahoochee County,GA,Georgia,"0"
"29045",Clark County,MO,Missouri,"0"
"53035",Kitsap County,WA,Washington,"1"
"40101",Muskogee County,OK,Oklahoma,"1"
"31053",Dodge County,NE,Nebraska,"0"
"21159",Martin County,KY,Kentucky,"0"
"48351",Newton County,TX,Texas,"0"
"51053",Dinwiddie County,VA,Virginia,"0"
"20153",Rawlins County,KS,Kansas,"0"
"22027",Claiborne Parish,LA,Louisiana,"0"
"08081",Moffat County,CO,Colorado,"0"
"21035",Calloway County,KY,Kentucky,"0"
"47071",Hardin County,TN,Tennessee,"0"
"42031",Clarion County,PA,Pennsylvania,"0"
"12021",Collier County,FL,Florida,"1"
"27055",Houston County,MN,Minnesota,"5"
"46083",Lincoln County,SD,South Dakota,"2"
"01009",Blount County,AL,Alabama,"0"
"48175",Goliad County,TX,Texas,"0"
"40065",Jackson County,OK,Oklahoma,"0"
"21151",Madison County,KY,Kentucky,"0"
"13029",Bryan County,GA,Georgia,"0"
"45083",Spartanburg County,SC,South Carolina,"3"
"41037",Lake County,OR,Oregon,"0"
"56035",Sublette County,WY,Wyoming,"1"
"55105",Rock County,WI,Wisconsin,"1"
"51089",Henry County,VA,Virginia,"0"
"30093",Silver Bow County,MT,Montana,"1"
"34035",Somerset County,NJ,New Jersey,"8"
"55063",La Crosse County,WI,Wisconsin,"4"
"47143",Rhea County,TN,Tennessee,"0"
"47097",Lauderdale County,TN,Tennessee,"0"
"21207",Russell County,KY,Kentucky,"0"
"47031",Coffee County,TN,Tennessee,"0"
"18091",LaPorte County,IN,Indiana,"3"
"27025",Chisago County,MN,Minnesota,"0"
"48337",Montague County,TX,Texas,"0"
"40115",Ottawa County,OK,Oklahoma,"0"
"37123",Montgomery County,NC,North Carolina,"0"
"13011",Banks County,GA,Georgia,"0"
"05085",Lonoke County,AR,Arkansas,"0"
"05105",Perry County,AR,Arkansas,"2"
"19061",Dubuque County,IA,Iowa,"0"
"13043",Candler County,GA,Georgia,"0"
"02060",Bristol Bay Borough,AK,Alaska,"0"
"13115",Floyd County,GA,Georgia,"0"
"51141",Patrick County,VA,Virginia,"0"
"22055",Lafayette Parish,LA,Louisiana,"8"
"35021",Harding County,NM,New Mexico,"0"
"29143",New Madrid County,MO,Missouri,"0"
"31029",Chase County,NE,Nebraska,"0"
"48487",Wilbarger County,TX,Texas,"0"
"22107",Tensas Parish,LA,Louisiana,"0"
"28163",Yazoo County,MS,Mississippi,"0"
"47081",Hickman County,TN,Tennessee,"0"
"48391",Refugio County,TX,Texas,"0"
"48457",Tyler County,TX,Texas,"0"
"39017",Butler County,OH,Ohio,"1"
"22023",Cameron Parish,LA,Louisiana,"1"
"48097",Cooke County,TX,Texas,"1"
"26071",Iron County,MI,Michigan,"0"
"21173",Montgomery County,KY,Kentucky,"0"
"21177",Muhlenberg County,KY,Kentucky,"0"
"30035",Glacier County,MT,Montana,"0"
"26079",Kalkaska County,MI,Michigan,"0"
"51103",Lancaster County,VA,Virginia,"0"
"22101",St. Mary Parish,LA,Louisiana,"0"
"27077",Lake of the Woods County,MN,Minnesota,"0"
"12069",Lake County,FL,Florida,"4"
"37003",Alexander County,NC,North Carolina,"0"
"34013",Essex County,NJ,New Jersey,"25"
"05131",Sebastian County,AR,Arkansas,"0"
"06115",Yuba County,CA,California,"1"
"46103",Pennington County,SD,South Dakota,"0"
"40001",Adair County,OK,Oklahoma,"1"
"48231",Hunt County,TX,Texas,"1"
"40013",Bryan County,OK,Oklahoma,"0"
"40123",Pontotoc County,OK,Oklahoma,"1"
"19097",Jackson County,IA,Iowa,"0"
"36083",Rensselaer County,NY,New York,"1"
"20069",Gray County,KS,Kansas,"0"
"24031",Montgomery County,MD,Maryland,"16"
"27063",Jackson County,MN,Minnesota,"1"
"22029",Concordia Parish,LA,Louisiana,"0"
"27157",Wabasha County,MN,Minnesota,"0"
"37139",Pasquotank County,NC,North Carolina,"0"
"22075",Plaquemines Parish,LA,Louisiana,"2"
"41011",Coos County,OR,Oregon,"0"
"36031",Essex County,NY,New York,"0"
"01025",Clarke County,AL,Alabama,"0"
"51069",Frederick County,VA,Virginia,"1"
"48165",Gaines County,TX,Texas,"0"
"49017",Garfield County,UT,Utah,"0"
"19055",Delaware County,IA,Iowa,"0"
"01133",Winston County,AL,Alabama,"0"
"19189",Winnebago County,IA,Iowa,"0"
"46097",Miner County,SD,South Dakota,"0"
"28009",Benton County,MS,Mississippi,"0"
"31089",Holt County,NE,Nebraska,"0"
"18145",Shelby County,IN,Indiana,"1"
"18075",Jay County,IN,Indiana,"0"
"13319",Wilkinson County,GA,Georgia,"0"
"40049",Garvin County,OK,Oklahoma,"1"
"26141",Presque Isle County,MI,Michigan,"0"
"47123",Monroe County,TN,Tennessee,"1"
"01115",St. Clair County,AL,Alabama,"1"
"54055",Mercer County,WV,West Virginia,"0"
"28063",Jefferson County,MS,Mississippi,"1"
"48407",San Jacinto County,TX,Texas,"0"
"48275",Knox County,TX,Texas,"0"
"28109",Pearl River County,MS,Mississippi,"0"
"53057",Skagit County,WA,Washington,"4"
"13107",Emanuel County,GA,Georgia,"0"
"37127",Nash County,NC,North Carolina,"0"
"01001",Autauga County,AL,Alabama,"0"
"20087",Jefferson County,KS,Kansas,"1"
"42105",Potter County,PA,Pennsylvania,"0"
"29167",Polk County,MO,Missouri,"0"
"19175",Union County,IA,Iowa,"0"
"18081",Johnson County,IN,Indiana,"2"
"17075",Iroquois County,IL,Illinois,"0"
"27127",Redwood County,MN,Minnesota,"1"
"26077",Kalamazoo County,MI,Michigan,"8"
"19093",Ida County,IA,Iowa,"0"
"17095",Knox County,IL,Illinois,"0"
"16047",Gooding County,ID,Idaho,"0"
"51595",Emporia city,VA,Virginia,"0"
"38005",Benson County,ND,North Dakota,"0"
"13253",Seminole County,GA,Georgia,"0"
"13131",Grady County,GA,Georgia,"1"
"04003",Cochise County,AZ,Arizona,"1"
"26005",Allegan County,MI,Michigan,"1"
"30061",Mineral County,MT,Montana,"0"
"08071",Las Animas County,CO,Colorado,"0"
"40117",Pawnee County,OK,Oklahoma,"0"
"37099",Jackson County,NC,North Carolina,"2"
"50017",Orange County,VT,Vermont,"2"
"26011",Arenac County,MI,Michigan,"0"
"45055",Kershaw County,SC,South Carolina,"1"
"22035",East Carroll Parish,LA,Louisiana,"0"
"37073",Gates County,NC,North Carolina,"0"
"36089",St. Lawrence County,NY,New York,"0"
"54023",Grant County,WV,West Virginia,"0"
"44003",Kent County,RI,Rhode Island,"5"
"56021",Laramie County,WY,Wyoming,"0"
"47155",Sevier County,TN,Tennessee,"0"
"41069",Wheeler County,OR,Oregon,"0"
"48193",Hamilton County,TX,Texas,"0"
"16069",Nez Perce County,ID,Idaho,"0"
"05099",Nevada County,AR,Arkansas,"0"
"27113",Pennington County,MN,Minnesota,"1"
"28093",Marshall County,MS,Mississippi,"0"
"39123",Ottawa County,OH,Ohio,"0"
"18035",Delaware County,IN,Indiana,"0"
"37195",Wilson County,NC,North Carolina,"0"
"48317",Martin County,TX,Texas,"0"
"54103",Wetzel County,WV,West Virginia,"0"
"12091",Okaloosa County,FL,Florida,"0"
"31087",Hitchcock County,NE,Nebraska,"0"
"51083",Halifax County,VA,Virginia,"0"
"47085",Humphreys County,TN,Tennessee,"0"
"37153",Richmond County,NC,North Carolina,"0"
"08123",Weld County,CO,Colorado,"6"
"31055",Douglas County,NE,Nebraska,"6"
"18049",Fulton County,IN,Indiana,"1"
"18167",Vigo County,IN,Indiana,"0"
"08075",Logan County,CO,Colorado,"0"
"06035",Lassen County,CA,California,"0"
"02020",Anchorage Municipality,AK,Alaska,"12"
"39133",Portage County,OH,Ohio,"0"
"08125",Yuma County,CO,Colorado,"0"
"18019",Clark County,IN,Indiana,"0"
"18083",Knox County,IN,Indiana,"0"
"28143",Tunica County,MS,Mississippi,"0"
"54051",Marshall County,WV,West Virginia,"2"
"51185",Tazewell County,VA,Virginia,"0"
"39015",Brown County,OH,Ohio,"0"
"26035",Clare County,MI,Michigan,"1"
"47173",Union County,TN,Tennessee,"0"
"12105",Polk County,FL,Florida,"5"
"13181",Lincoln County,GA,Georgia,"0"
"48479",Webb County,TX,Texas,"0"
"13231",Pike County,GA,Georgia,"0"
"05067",Jackson County,AR,Arkansas,"0"
"39103",Medina County,OH,Ohio,"1"
"29071",Franklin County,MO,Missouri,"3"
"18155",Switzerland County,IN,Indiana,"0"
"01097",Mobile County,AL,Alabama,"2"
"16061",Lewis County,ID,Idaho,"0"
"31051",Dixon County,NE,Nebraska,"0"
"40085",Love County,OK,Oklahoma,"1"
"27075",Lake County,MN,Minnesota,"1"
"30065",Musselshell County,MT,Montana,"1"
"13169",Jones County,GA,Georgia,"0"
"13085",Dawson County,GA,Georgia,"2"
"12039",Gadsden County,FL,Florida,"0"
"12075",Levy County,FL,Florida,"0"
"41009",Columbia County,OR,Oregon,"0"
"28047",Harrison County,MS,Mississippi,"0"
"04025",Yavapai County,AZ,Arizona,"1"
"40017",Canadian County,OK,Oklahoma,"0"
"51043",Clarke County,VA,Virginia,"0"
"42107",Schuylkill County,PA,Pennsylvania,"0"
"13047",Catoosa County,GA,Georgia,"1"
"31007",Banner County,NE,Nebraska,"1"
"45037",Edgefield County,SC,South Carolina,"0"
"18013",Brown County,IN,Indiana,"2"
"27003",Anoka County,MN,Minnesota,"13"
"45041",Florence County,SC,South Carolina,"0"
"56009",Converse County,WY,Wyoming,"0"
"21199",Pulaski County,KY,Kentucky,"0"
"01119",Sumter County,AL,Alabama,"0"
"40023",Choctaw County,OK,Oklahoma,"0"
"51199",York County,VA,Virginia,"3"
"32001",Churchill County,NV,Nevada,"0"
"13105",Elbert County,GA,Georgia,"0"
"46093",Meade County,SD,South Dakota,"1"
"54081",Raleigh County,WV,West Virginia,"0"
"53063",Spokane County,WA,Washington,"12"
"13027",Brooks County,GA,Georgia,"1"
"13065",Clinch County,GA,Georgia,"0"
"53029",Island County,WA,Washington,"1"
"46015",Brule County,SD,South Dakota,"0"
"13037",Calhoun County,GA,Georgia,"0"
"08023",Costilla County,CO,Colorado,"0"
"19051",Davis County,IA,Iowa,"0"
"29133",Mississippi County,MO,Missouri,"0"
"02220",Sitka City and Borough,AK,Alaska,"0"
"13135",Gwinnett County,GA,Georgia,"10"
"13265",Taliaferro County,GA,Georgia,"0"
"37017",Bladen County,NC,North Carolina,"0"
"35055",Taos County,NM,New Mexico,"0"
"13213",Murray County,GA,Georgia,"0"
"28027",Coahoma County,MS,Mississippi,"0"
"13079",Crawford County,GA,Georgia,"0"
"26111",Midland County,MI,Michigan,"0"
"22091",St. Helena Parish,LA,Louisiana,"1"
"55127",Walworth County,WI,Wisconsin,"2"
"51067",Franklin County,VA,Virginia,"0"
"32015",Lander County,NV,Nevada,"0"
"48405",San Augustine County,TX,Texas,"0"
"36009",Cattaraugus County,NY,New York,"0"
"21067",Fayette County,KY,Kentucky,"2"
"30099",Teton County,MT,Montana,"2"
"18153",Sullivan County,IN,Indiana,"0"
"17033",Crawford County,IL,Illinois,"0"
"29217",Vernon County,MO,Missouri,"0"
"22115",Vernon Parish,LA,Louisiana,"0"
"32031",Washoe County,NV,Nevada,"12"
"50005",Caledonia County,VT,Vermont,"1"
"28123",Scott County,MS,Mississippi,"0"
"37085",Harnett County,NC,North Carolina,"3"
"54097",Upshur County,WV,West Virginia,"0"
"20161",Riley County,KS,Kansas,"2"
"47141",Putnam County,TN,Tennessee,"0"
"37083",Halifax County,NC,North Carolina,"0"
"12029",Dixie County,FL,Florida,"0"
"47115",Marion County,TN,Tennessee,"0"
"25007",Dukes County,MA,Massachusetts,"0"
"20209",Wyandotte County,KS,Kansas,"7"
"55083",Oconto County,WI,Wisconsin,"0"
"12083",Marion County,FL,Florida,"1"
"29211",Sullivan County,MO,Missouri,"0"
"42079",Luzerne County,PA,Pennsylvania,"3"
"31137",Phelps County,NE,Nebraska,"0"
"05093",Mississippi County,AR,Arkansas,"0"
"48137",Edwards County,TX,Texas,"0"
"27073",Lac qui Parle County,MN,Minnesota,"0"
"30003",Big Horn County,MT,Montana,"0"
"19179",Wapello County,IA,Iowa,"1"
"29111",Lewis County,MO,Missouri,"0"
"05113",Polk County,AR,Arkansas,"0"
"21117",Kenton County,KY,Kentucky,"1"
"28151",Washington County,MS,Mississippi,"0"
"40135",Sequoyah County,OK,Oklahoma,"0"
"41041",Lincoln County,OR,Oregon,"0"
"51810",Virginia Beach city,VA,Virginia,"10"
"26145",Saginaw County,MI,Michigan,"1"
"38009",Bottineau County,ND,North Dakota,"0"
"26087",Lapeer County,MI,Michigan,"1"
"38019",Cavalier County,ND,North Dakota,"0"
"36025",Delaware County,NY,New York,"0"
"51057",Essex County,VA,Virginia,"0"
"12077",Liberty County,FL,Florida,"0"
"29093",Iron County,MO,Missouri,"0"
"46137",Ziebach County,SD,South Dakota,"0"
"28111",Perry County,MS,Mississippi,"0"
"16087",Washington County,ID,Idaho,"0"
"24039",Somerset County,MD,Maryland,"0"
"21203",Rockcastle County,KY,Kentucky,"0"
"38015",Burleigh County,ND,North Dakota,"8"
"45051",Horry County,SC,South Carolina,"1"
"51099",King George County,VA,Virginia,"1"
"02170",Matanuska-Susitna Borough,AK,Alaska,"2"
"48363",Palo Pinto County,TX,Texas,"0"
"01071",Jackson County,AL,Alabama,"0"
"18109",Morgan County,IN,Indiana,"4"
"28089",Madison County,MS,Mississippi,"0"
"45045",Greenville County,SC,South Carolina,"5"
"37149",Polk County,NC,North Carolina,"0"
"17177",Stephenson County,IL,Illinois,"0"
"42045",Delaware County,PA,Pennsylvania,"13"
"51035",Carroll County,VA,Virginia,"0"
"22033",East Baton Rouge Parish,LA,Louisiana,"11"
"21123",Larue County,KY,Kentucky,"1"
"21059",Daviess County,KY,Kentucky,"5"
"38077",Richland County,ND,North Dakota,"1"
"42055",Franklin County,PA,Pennsylvania,"3"
"48161",Freestone County,TX,Texas,"0"
"48473",Waller County,TX,Texas,"1"
"39041",Delaware County,OH,Ohio,"7"
"08021",Conejos County,CO,Colorado,"0"
"19129",Mills County,IA,Iowa,"0"
"36117",Wayne County,NY,New York,"3"
"47025",Claiborne County,TN,Tennessee,"0"
"41005",Clackamas County,OR,Oregon,"23"
"45091",York County,SC,South Carolina,"2"
"48215",Hidalgo County,TX,Texas,"0"
"06095",Solano County,CA,California,"4"
"37029",Camden County,NC,North Carolina,"0"
"16083",Twin Falls County,ID,Idaho,"1"
"17127",Massac County,IL,Illinois,"0"
"37167",Stanly County,NC,North Carolina,"0"
"21015",Boone County,KY,Kentucky,"1"
"38001",Adams County,ND,North Dakota,"0"
"29117",Livingston County,MO,Missouri,"0"
"51147",Prince Edward County,VA,Virginia,"0"
"24033",Prince George's County,MD,Maryland,"12"
"34019",Hunterdon County,NJ,New Jersey,"5"
"31165",Sioux County,NE,Nebraska,"1"
"33013",Merrimack County,NH,New Hampshire,"3"
"04009",Graham County,AZ,Arizona,"0"
"42131",Wyoming County,PA,Pennsylvania,"1"
"31033",Cheyenne County,NE,Nebraska,"0"
"26151",Sanilac County,MI,Michigan,"0"
"13147",Hart County,GA,Georgia,"0"
"29017",Bollinger County,MO,Missouri,"0"
"51195",Wise County,VA,Virginia,"0"
"36087",Rockland County,NY,New York,"8"
"51710",Norfolk city,VA,Virginia,"6"
"06055",Napa County,CA,California,"1"
"37015",Bertie County,NC,North Carolina,"0"
"47061",Grundy County,TN,Tennessee,"0"
"30075",Powder River County,MT,Montana,"0"
"48157",Fort Bend County,TX,Texas,"7"
"29107",Lafayette County,MO,Missouri,"1"
"51181",Surry County,VA,Virginia,"0"
"29207",Stoddard County,MO,Missouri,"0"
"23007",Franklin County,ME,Maine,"0"
"19085",Harrison County,IA,Iowa,"0"
"37193",Wilkes County,NC,North Carolina,"1"
"21163",Meade County,KY,Kentucky,"0"
"42051",Fayette County,PA,Pennsylvania,"2"
"13163",Jefferson County,GA,Georgia,"0"
"20003",Anderson County,KS,Kansas,"0"
"18121",Parke County,IN,Indiana,"0"
"20099",Labette County,KS,Kansas,"0"
"13141",Hancock County,GA,Georgia,"0"
"51007",Amelia County,VA,Virginia,"1"
"28149",Warren County,MS,Mississippi,"0"
"54005",Boone County,WV,West Virginia,"0"
"28031",Covington County,MS,Mississippi,"0"
"12013",Calhoun County,FL,Florida,"1"
"27163",Washington County,MN,Minnesota,"7"
"05011",Bradley County,AR,Arkansas,"0"
"05021",Clay County,AR,Arkansas,"1"
"26089",Leelanau County,MI,Michigan,"1"
"17039",De Witt County,IL,Illinois,"0"
"23005",Cumberland County,ME,Maine,"9"
"45005",Allendale County,SC,South Carolina,"0"
"46135",Yankton County,SD,South Dakota,"0"
"13013",Barrow County,GA,Georgia,"0"
"16031",Cassia County,ID,Idaho,"0"
"20041",Dickinson County,KS,Kansas,"0"
"16053",Jerome County,ID,Idaho,"1"
"08005",Arapahoe County,CO,Colorado,"19"
"29185",St. Clair County,MO,Missouri,"0"
"08047",Gilpin County,CO,Colorado,"1"
"48475",Ward County,TX,Texas,"0"
"05041",Desha County,AR,Arkansas,"0"
"53021",Franklin County,WA,Washington,"1"
"48053",Burnet County,TX,Texas,"1"
"29201",Scott County,MO,Missouri,"0"
"33017",Strafford County,NH,New Hampshire,"2"
"26153",Schoolcraft County,MI,Michigan,"0"
"17023",Clark County,IL,Illinois,"0"
"19183",Washington County,IA,Iowa,"0"
"27045",Fillmore County,MN,Minnesota,"0"
"49035",Salt Lake County,UT,Utah,"25"
"47057",Grainger County,TN,Tennessee,"0"
"47089",Jefferson County,TN,Tennessee,"0"
"45057",Lancaster County,SC,South Carolina,"2"
"47187",Williamson County,TN,Tennessee,"5"
"45077",Pickens County,SC,South Carolina,"0"
"48261",Kenedy County,TX,Texas,"0"
"26097",Mackinac County,MI,Michigan,"0"
"48061",Cameron County,TX,Texas,"1"
"36023",Cortland County,NY,New York,"0"
"41031",Jefferson County,OR,Oregon,"0"
"50011",Franklin County,VT,Vermont,"4"
"53075",Whitman County,WA,Washington,"3"
"06021",Glenn County,CA,California,"1"
"42133",York County,PA,Pennsylvania,"4"
"05075",Lawrence County,AR,Arkansas,"1"
"27053",Hennepin County,MN,Minnesota,"31"
"37057",Davidson County,NC,North Carolina,"2"
"42011",Berks County,PA,Pennsylvania,"2"
"45019",Charleston County,SC,South Carolina,"5"
"45027",Clarendon County,SC,South Carolina,"0"
"41067",Washington County,OR,Oregon,"13"
"51097",King and Queen County,VA,Virginia,"1"
"36111",Ulster County,NY,New York,"5"
"31027",Cedar County,NE,Nebraska,"0"
"18073",Jasper County,IN,Indiana,"0"
"16065",Madison County,ID,Idaho,"0"
"48499",Wood County,TX,Texas,"0"
"48213",Henderson County,TX,Texas,"0"
"47103",Lincoln County,TN,Tennessee,"0"
"36007",Broome County,NY,New York,"0"
"48041",Brazos County,TX,Texas,"0"
"05119",Pulaski County,AR,Arkansas,"5"
"05097",Montgomery County,AR,Arkansas,"0"
"29163",Pike County,MO,Missouri,"0"
"48217",Hill County,TX,Texas,"0"
"17083",Jersey County,IL,Illinois,"0"
"48309",McLennan County,TX,Texas,"3"
"12093",Okeechobee County,FL,Florida,"0"
"13151",Henry County,GA,Georgia,"0"
"48077",Clay County,TX,Texas,"0"
"13223",Paulding County,GA,Georgia,"2"
"29105",Laclede County,MO,Missouri,"0"
"48325",Medina County,TX,Texas,"1"
"21101",Henderson County,KY,Kentucky,"5"
"05135",Sharp County,AR,Arkansas,"0"
"01081",Lee County,AL,Alabama,"1"
"08095",Phillips County,CO,Colorado,"0"
"05037",Cross County,AR,Arkansas,"0"
"39115",Morgan County,OH,Ohio,"0"
"46102",Oglala Lakota County,SD,South Dakota,"0"
"49013",Duchesne County,UT,Utah,"2"
"01073",Jefferson County,AL,Alabama,"3"
"51009",Amherst County,VA,Virginia,"0"
"48339",Montgomery County,TX,Texas,"4"
"54011",Cabell County,WV,West Virginia,"2"
"54043",Lincoln County,WV,West Virginia,"0"
"29197",Schuyler County,MO,Missouri,"0"
"51051",Dickenson County,VA,Virginia,"0"
"48361",Orange County,TX,Texas,"0"
"12097",Osceola County,FL,Florida,"3"
"51081",Greensville County,VA,Virginia,"0"
"39135",Preble County,OH,Ohio,"0"
"36061",New York County,NY,New York,"18"
"05103",Ouachita County,AR,Arkansas,"0"
"21141",Logan County,KY,Kentucky,"1"
"41063",Wallowa County,OR,Oregon,"0"
"51015",Augusta County,VA,Virginia,"0"
"12121",Suwannee County,FL,Florida,"0"
"28015",Carroll County,MS,Mississippi,"0"
"48387",Red River County,TX,Texas,"0"
"13127",Glynn County,GA,Georgia,"0"
"17015",Carroll County,IL,Illinois,"2"
"22113",Vermilion Parish,LA,Louisiana,"6"
"48437",Swisher County,TX,Texas,"0"
"24001",Allegany County,MD,Maryland,"1"
"54057",Mineral County,WV,West Virginia,"1"
"28007",Attala County,MS,Mississippi,"0"
"44009",Washington County,RI,Rhode Island,"0"
"29033",Carroll County,MO,Missouri,"0"
"55019",Clark County,WI,Wisconsin,"0"
"13229",Pierce County,GA,Georgia,"0"
"13145",Harris County,GA,Georgia,"0"
"35015",Eddy County,NM,New Mexico,"0"
"48289",Leon County,TX,Texas,"0"
"37031",Carteret County,NC,North Carolina,"0"
"10003",New Castle County,DE,Delaware,"7"
"41059",Umatilla County,OR,Oregon,"0"
"18039",Elkhart County,IN,Indiana,"1"
"05127",Scott County,AR,Arkansas,"0"
"01087",Macon County,AL,Alabama,"0"
"29123",Madison County,MO,Missouri,"0"
"48461",Upton County,TX,Texas,"0"
"08089",Otero County,CO,Colorado,"0"
"48183",Gregg County,TX,Texas,"0"
"42089",Monroe County,PA,Pennsylvania,"3"
"51165",Rockingham County,VA,Virginia,"0"
"54083",Randolph County,WV,West Virginia,"0"
"30055",McCone County,MT,Montana,"0"
"54017",Doddridge County,WV,West Virginia,"0"
"41019",Douglas County,OR,Oregon,"0"
